ID;login;NlogonAll;calendbinary;filterbinary;Nexport;topic1;Nactive1;topic2;Nactive2;topic3;Nactive3;diffdate;diffbill;fastbill;msignal;avgSectionbinary;avgNullSearchW;avgNullSearchM;avgEmptyStupid;Nlongfilter;NcontractAll;NcontractAllReq;NprotNotAll;NprotNotAllAuction;protContractRatio;is_loyality
316633;1;1308;1;1;1000;15;21384;15;21384;15;21384;3.00821917808219;0.182222222222222;06.май;0;0.12037037037037;0.157407407407407;0.101851851851852;0.259259259259259;59;9;2;68;25;0.132352941176471;1
31680;1;702;0;1;0;19;47997;19;47997;19;47997;3.49315068493151;0.699680511182109;6;0;0.222222222222222;0.166666666666667;0.138888888888889;0.194444444444444;31;1103;17;104;68;1;1
31683;1;524;0;1;0;19;1404;19;1404;27;1404;2.81643835616438;0.364;11;0;0.153846153846154;0.0769230769230769;0.0769230769230769;0;10;283;80;285;45;0.992982456140351;1
317052;1;142;0;0;0;73;190;73;190;74;190;1.39178082191781;0;06.май;0;0;0;0;0;0;21;11;32;5;0.65625;0
317164;1;123;0;1;0;22;369;22;369;22;369;2.04383561643836;1.11801242236025;20;0;0;0.333333333333333;0.333333333333333;0.333333333333333;4;11;5;10;0;1;1
31720;1;32;0;1;14;55;62;55;62;36;62;4;0.608247422680412;2;0;0.2;0;0;0.4;3;73;3;153;79;0.477124183006536;0
317964;1;81;0;1;0;74;110;93;110;55;110;1.62420091324201;0;7;0;0.333333333333333;0;0;0.5;5;1;0;10;2;0.1;0
318256;1;627;1;1;6;22;58770;22;58770;22;58770;3.14246575342466;2.74725274725275;03.май;0;0.303571428571429;0.25;0.107142857142857;0.160714285714286;23;10;2;25;13;0.4;1
31828;1;956;0;1;0;70;608;70;608;70;608;2.8027397260274;-0.26266416510319;6;0;0.333333333333333;0.333333333333333;0.333333333333333;0.666666666666667;3;44;3;80;70;0.55;1
31849;1;136;0;1;0;14;5752;14;5752;27;5752;1.56164383561644;0.974193548387097;3;0;0.0246913580246914;0.0246913580246914;0.0123456790123457;0.567901234567901;27;57;6;115;72;0.495652173913044;0
31860;1;345;0;1;0;91;6363;91;6363;91;6363;2.92876712328767;0.227513227513228;02.май;0;0.0666666666666667;0;0;0.2;3;15;7;24;1;0.625;1
318782;1;334;0;1;0;15;3616;15;3616;27;3616;1.95342465753425;8.375;0;0;0.142857142857143;0;0;0.714285714285714;6;11;0;12;6;0.916666666666667;0
31901;1;30;0;1;0;34;66;33;66;75;66;02.фев;1.19254658385093;02.май;0;0.308823529411765;0.0735294117647059;0;0.588235294117647;1;0;0;1;0;0;0
319879;1;81;0;1;0;17;145;36;145;74;145;2.03835616438356;-0.343866171003717;13;0;0.235294117647059;0.0588235294117647;0.0588235294117647;0.529411764705882;11;44;23;115;17;0.382608695652174;0
32025;1;38;0;1;0;74;902;74;902;33;902;3.47945205479452;0.021978021978022;11;0;0.178571428571429;0.107142857142857;0.0714285714285714;0;9;8;4;6;0;1;1
320277;1;141;1;1;0;45;117;45;117;45;117;3.22191780821918;-0.394316163410302;1;0;0.142857142857143;0.142857142857143;0;0.285714285714286;5;28;0;26;26;1;1
320292;1;328;1;1;267;19;23748;23;23748;24;23748;2.64109589041096;-0.504440497335702;3;0;0.27027027027027;0.0540540540540541;0.0540540540540541;0.351351351351351;31;177;99;585;178;0.302564102564103;0
320533;1;141;0;1;1;22;41;21;41;63;41;1.97260273972603;0.633879781420765;9;0;0.333333333333333;0.0833333333333333;0;0.416666666666667;5;50781;4989;13449;4143;1;0
320650;1;556;0;0;0;65;1836;65;1836;65;1836;3.43561643835616;-0.394316163410302;12;0;0;0;0;0;0;21;0;45;41;0.466666666666667;1
320676;1;312;0;1;0;31;120;31;120;31;120;3.02739726027397;1.04191616766467;6;0;0.0476190476190476;0.0952380952380952;0.0952380952380952;0.0952380952380952;9;12;0;21;16;0.571428571428571;1
320682;1;87;0;1;114;65;1089;65;1089;65;1089;3.33698630136986;-0.328205128205128;3;0;0.394736842105263;0.210526315789474;0.157894736842105;0.447368421052632;31;139;63;295;57;0.471186440677966;1
320795;1;297;0;1;3;75;2163;75;2163;75;2163;3.06575342465753;265;1;0;0.185714285714286;0.1;0.0285714285714286;0.357142857142857;47;5;0;20;13;0.25;1
321014;1;156;0;0;1;34;173;36;173;74;173;1.14520547945205;0.043956043956044;18;0;0;0;0;0;0;57;3;44;28;1;0
321015;1;157;0;1;1;71;5457;28;5457;24;5457;2.97534246575342;-0.45724907063197;2;0;0.3125;0.0625;0.0625;0.3125;8;93;60;313;76;0.297124600638978;0
32106;1;676;0;1;56;66;1956;66;1956;66;1956;2.93150684931507;0.658385093167702;3;0;0;0;0;0;0;101;16;91;56;1;1
321449;1;404;0;1;0;45;9268;45;9268;55;9268;1.07671232876712;0.0351906158357771;25.май;0;0.222222222222222;0.333333333333333;0.111111111111111;0;4;202;55;217;85;0.930875576036866;1
321498;1;37;1;1;0;28;37;75;37;45;37;1.73972602739726;4.42391304347826;5;0;0.2;0.1;0.1;0.8;6;0;0;0;0;0;0
321547;1;189;1;1;3;72;468;72;468;72;468;2.68493150684932;6.40476190476191;5;0;0.272727272727273;0.0909090909090909;0.0303030303030303;0.484848484848485;13;8;1;9;2;0.888888888888889;1
321661;1;276;1;1;12;33;732;33;732;33;732;2.19178082191781;0.184563758389262;13.май;0;0;0;0;0;0;15;7;35;8;0.428571428571429;1
321712;1;1;0;1;0;0;0;0;0;0;0;1.47123287671233;-0.396581196581197;1;0;0.333333333333333;0;0;0.333333333333333;1;0;0;0;0;0;0
321713;1;795;0;1;9;40;7065;40;7065;40;7065;2.35890410958904;-0.504440497335702;3;0;0;0;0;0;0;10;3;85;21;0.117647058823529;0
32179;1;172;1;1;0;45;136;45;136;74;136;1.98630136986301;0.75;25;0;0;0;0;0.5;3;9;2;11;9;0.818181818181818;0
321798;1;303;0;1;0;45;1887;45;1887;45;1887;3.07945205479452;5.125;1;0;0;0;0;0.2;25;33;5;153;114;0.215686274509804;1
322386;1;627;0;1;0;20;4545;20;4545;20;4545;2.6958904109589;0.238255033557047;2;0;0;0;0;0;0;96;43;224;60;0.428571428571429;1
3225;1;364;0;1;0;17;988;17;988;30;988;1.89041095890411;-0.532258064516129;3;0;0.357142857142857;0.107142857142857;0.107142857142857;0.642857142857143;19;26;10;61;20;0.426229508196721;0
322690;1;3;0;0;0;0;0;0;0;0;0;1.92283105022831;0;32;0;0;0;0;0;0;7;0;5;5;1;0
32284;1;177;1;1;0;72;1131;72;1131;72;1131;2.33698630136986;0.378823529411765;1;0;0.210526315789474;0.0526315789473684;0.0526315789473684;0.157894736842105;12;114;41;169;97;0.674556213017751;1
322919;1;609;0;1;3;24;50751;24;50751;24;50751;2.16164383561644;1.33177570093458;3;0;0.147058823529412;0.127450980392157;0.00980392156862745;0.372549019607843;38;34;12;49;17;0.693877551020408;1
322983;1;87;1;1;0;70;621;70;621;70;621;2.47671232876712;0.182222222222222;3;0;0.3;0.3;0.3;0;7;10;2;17;1;0.588235294117647;1
323036;1;195;0;1;0;36;1533;36;1533;36;1533;2.47671232876712;0.391534391534392;1;1;0.222222222222222;0.111111111111111;0;0;4;31;6;27;18;1;1
323080;1;1842;0;1;138;14;13806;14;13806;14;13806;2.15890410958904;1.11801242236025;7;0;0;0;0;0;0;9;8;30;0;0.3;1
323093;1;640;0;1;24;63;193756;63;193756;63;193756;2.87671232876712;0.203703703703704;10.май;0;0.267175572519084;0.083969465648855;0.0534351145038168;0.16793893129771;93;0;0;0;0;0;1
323109;1;795;0;0;219;11;6303;11;6303;11;6303;3.66575342465753;-0.208520179372197;3;0;0;0;0;0;0;166;55;124;22;1;1
323110;1;464;0;1;156;26;27192;26;27192;25;27192;1.63561643835616;1.14163090128755;15;0;0.175824175824176;0.0631868131868132;0.0247252747252747;0.428571428571429;224;12;0;32;21;0.375;0
323141;1;638;0;1;0;32;14406;32;14406;33;14406;2.98356164383562;0.333333333333333;2;0;0.6;0.0666666666666667;0.0333333333333333;0.433333333333333;11;1;1;3;1;0.333333333333333;0
323156;1;110;0;1;4;70;842;70;842;75;842;4.65205479452055;1.91542288557214;05.май;0;0.384615384615385;0.0769230769230769;0.0769230769230769;0.538461538461538;4;11;0;20;19;0.55;0
323166;1;888;1;1;0;63;4560;63;4560;63;4560;2.8986301369863;0.231974921630094;4;0;0.3125;0.125;0.125;0.3125;12;62;15;91;45;0.681318681318681;1
323176;1;28;0;1;0;28;48;28;48;29;48;1.44657534246575;1.19254658385093;7;0;0.304347826086957;0.0869565217391304;0.0869565217391304;0.565217391304348;15;0;0;0;0;0;0
323177;1;112;0;0;0;15;1408;15;1408;15;1408;3.07945205479452;0.560846560846561;4;0;0;0;0;0;0;17;6;28;17;0.607142857142857;1
323178;1;40;0;1;0;33;126;33;126;75;126;1.21369863013699;0.602484472049689;04.май;0;0.172413793103448;0.137931034482759;0.137931034482759;0.586206896551724;4;18;15;54;8;0.333333333333333;0
3232;1;92;1;1;20;36;612;36;612;36;612;3.00547945205479;4.08695652173913;11;0;0.3;0.4;0.4;0.1;4;20;8;22;11;0.909090909090909;1
323230;1;626;0;0;0;91;5110;91;5110;35;5110;2.91506849315068;0.471910112359551;15;0;0;0;0;0;0;2;0;2;0;1;1
323286;1;216;1;1;3;85;9321;85;9321;85;9321;2.96438356164384;0.238095238095238;0;0;0.0833333333333333;0.0208333333333333;0;0.458333333333333;39;42;4;72;62;0.583333333333333;1
323365;1;1028;0;1;420;45;984;45;984;45;984;2.98630136986301;0.333333333333333;20.май;0;0.25;0;0;0.0833333333333333;8;42;3;158;124;0.265822784810127;1
323411;1;558;1;1;252;72;30792;72;30792;72;30792;3.10684931506849;-0.248898678414097;2;1;0.857142857142857;0.142857142857143;0.0714285714285714;0.5;10;1;0;2;2;0.5;1
323535;1;531;0;1;0;31;228456;31;228456;31;228456;2.94520547945205;0.378947368421053;15.май;0;0.235294117647059;0;0;0.235294117647059;10;11;6;25;4;0.44;1
323623;2;225;0;1;1;33;6883;33;6883;33;6883;3.0958904109589;-0.746031746031746;2;1;1;0.0540540540540541;0.027027027027027;0.027027027027027;22;1;1;5;2;0.2;1
32364;1;4;0;1;0;29;16;31;16;36;16;1.84109589041096;-0.515947467166979;6;0;0;0;0;0.5;1;1;0;2;1;0.5;0
323654;1;398;0;1;0;45;902;45;902;73;902;1.97808219178082;0.168888888888889;7;0;0.454545454545455;0.181818181818182;0.0909090909090909;0.363636363636364;3;0;0;0;0;0;0
323662;1;545;0;1;0;31;2650;31;2650;31;2650;2.99178082191781;0.407407407407407;9;0;0.21875;0.15625;0.09375;0.21875;12;35;0;63;63;0.555555555555556;1
323689;1;180;0;1;3;75;657;75;657;75;657;3.08219178082192;0.407407407407407;04.май;0;0.380645161290323;0.0451612903225806;0.00645161290322581;0.438709677419355;44;430;80;625;419;0.688;1
323705;1;969;0;1;0;45;25323;45;25323;45;25323;3.09041095890411;-0.191829484902309;5;0;0;0;0;0.5;1;103;24;193;84;0.533678756476684;1
323742;1;176;0;1;0;29;2270;29;2270;71;2270;2.15342465753425;0.391534391534392;01.май;0;0.333333333333333;0.333333333333333;0.333333333333333;0;5;2;1;6;5;0.333333333333333;0
323744;1;1124;1;1;4;73;6060;73;6060;73;6060;3.11506849315069;0.378947368421053;8;1;0.125;0;0;0.40625;14;16;7;45;17;0.355555555555556;1
324156;1;57;0;0;3;23;9;23;9;23;9;3.51780821917808;0.595744680851064;8;0;0;0;0;0;0;4985;2526;5027;1644;0.991645116371593;1
324173;1;195;0;1;51;85;2052;85;2052;85;2052;3.1041095890411;0.694267515923567;6;1;0.136363636363636;0.0454545454545455;0;0.863636363636364;20;35;10;32;15;1;1
324185;1;816;1;1;336;50;10488;50;10488;50;10488;3.35616438356164;-0.0550621669626998;10;0;0.0526315789473684;0;0;0;10;1307;666;1306;474;1;1
324194;1;339;0;1;18;24;1479;24;1479;24;1479;3.11232876712329;0.505016722408027;6;0;0.457142857142857;0.457142857142857;0.428571428571429;0.2;34;2079;1196;2231;513;0.931869116987898;1
324202;1;366;1;1;87;19;8307;19;8307;19;8307;3.01095890410959;30;1;1;0.178571428571429;0.107142857142857;0.0357142857142857;0.464285714285714;16;196;79;446;210;0.439461883408072;1
324211;1;816;0;1;0;29;19002;29;19002;29;19002;4.07397260273973;6.03125;8;0;0;0.166666666666667;0.166666666666667;0;2;1046;535;1547;390;0.676147382029735;1
324309;1;980;1;1;1000;24;50784;24;50784;24;50784;3.27397260273973;0.391534391534392;02.май;1;0.904761904761905;0.0476190476190476;0;0.0952380952380952;14;75;0;0;0;0;1
324415;1;352;0;1;0;32;1338;32;1338;31;1338;2.84383561643836;-0.444444444444444;1;0;0.0909090909090909;0;0;0.727272727272727;2;8;3;22;12;0.363636363636364;0
324423;1;122;0;1;130;94;3804;94;3804;24;3804;2.34246575342466;31.май;04.май;0;0.642857142857143;0.0714285714285714;0.0714285714285714;0.142857142857143;11;0;0;1;0;0;1
324472;1;180;0;1;0;72;561;72;561;72;561;3.11232876712329;-0.417094017094017;4;0;0;0.375;0.125;0.25;7;66;22;92;56;0.717391304347826;1
324482;1;40;0;1;0;34;540;34;540;33;540;2.38082191780822;0.391534391534392;42;0;0.642857142857143;0;0;0.75;24;0;0;0;0;0;0
324583;1;528;0;1;4;33;1548;33;1548;33;1548;3.02739726027397;0.238095238095238;2;0;0;0;0;0.25;1;104;10;207;177;0.502415458937198;1
324657;1;216;0;1;0;94;526;94;526;93;526;2.03561643835616;0.0736842105263158;13;0;0.576923076923077;0.0769230769230769;0.0769230769230769;0.461538461538462;13;0;0;6;4;0;0
324706;1;936;0;1;582;62;54252;62;54252;62;54252;3.05205479452055;0.272486772486772;4;0;0.134615384615385;0.115384615384615;0.0192307692307692;0.25;42;15;0;18;11;0.833333333333333;1
32471;1;66;0;1;0;73;543;73;543;73;543;2.98630136986301;0.0688888888888889;03.май;0;0.222222222222222;0.111111111111111;0.0740740740740741;0.185185185185185;14;52;4;58;26;0.896551724137931;1
324775;1;1866;1;1;3;14;13425;14;13425;14;13425;3.18356164383562;3.26027397260274;07.май;0;0;0.0470588235294118;0;0.541176470588235;83;76;28;142;74;0.535211267605634;1
324792;1;72;0;0;20;74;400;74;400;74;400;2.96712328767123;июн.25;1;0;0;0;0;0;0;12;0;17;17;0.705882352941177;1
3248;1;988;0;1;0;21;6788;21;6788;21;6788;3.06575342465753;0.590909090909091;03.май;0;0.296296296296296;0;0;0.444444444444444;10;113;1;6;1;1;1
324818;1;429;0;1;141;1;16947;1;16947;1;16947;2;-0.456483126110124;02.май;0;0.373626373626374;0.0989010989010989;0.0549450549450549;0.175824175824176;63;100;56;280;106;0.357142857142857;0
324883;1;152;1;1;0;27;3752;27;3752;15;3752;0.936986301369863;1.29192546583851;2;0;0.769230769230769;0.0769230769230769;0;0.307692307692308;3;0;0;0;0;0;1
324965;1;1485;0;1;1000;72;105399;72;105399;72;105399;3.33150684931507;-0.887884267631103;12;0;0.0317460317460317;0.0476190476190476;0.0317460317460317;0.407407407407407;100;85;4;86;78;0.988372093023256;1
325091;1;207;1;1;0;55;819;55;819;55;819;3.03287671232877;0.294736842105263;12;0;0.166666666666667;0.166666666666667;0.166666666666667;0.666666666666667;4;4;0;15;13;0.266666666666667;1
325164;1;40;0;1;0;23;16244;23;16244;23;16244;3.17534246575342;0.0976491862567812;4;0;0.285714285714286;0.0714285714285714;0;0;9;1265;604;1279;408;0.989053948397185;1
325638;1;948;0;1;370;18;97872;18;97872;17;97872;3.12054794520548;5.39130434782609;2;0;0.15625;0.0208333333333333;0.0104166666666667;0.291666666666667;30;1;0;1;0;1;1
325752;1;306;0;1;0;23;558;23;558;73;558;2.94520547945205;0.573426573426573;3;0;0.0303030303030303;0.121212121212121;0.0606060606060606;0.0909090909090909;12;23;0;34;0;0.676470588235294;0
32577;1;645;0;1;0;33;2151;33;2151;33;2151;1.06301369863014;0.236263736263736;10;0;0;0;0;0;0;381;228;416;88;0.915865384615385;1
32578;1;82;0;1;2;30;390;30;390;72;390;1.00547945205479;0;02.май;1;0.166666666666667;0;0;0;1;35;21;58;17;0.603448275862069;1
325874;1;656;0;1;0;92;4156;92;4156;92;4156;3.80821917808219;0.672985781990521;4;0;0.2;0.2;0.2;0.6;9;0;0;0;0;0;1
325984;1;132;0;1;10;92;1138;92;1138;45;1138;1.5041095890411;0.0111111111111111;11;0;0.428571428571429;0.314285714285714;0.257142857142857;0.342857142857143;20;6;0;6;0;1;1
32603;1;471;0;1;822;45;28020;45;28020;45;28020;3.37808219178082;2.55405405405405;11;0;0.129032258064516;0.0645161290322581;0;0.419354838709677;48;4;0;39;2;0.102564102564103;1
326092;1;88;0;1;0;30;192;30;192;45;192;2.14520547945205;0.277153558052434;34.5;0;0.333333333333333;0;0;0.333333333333333;0;252196;5824;17942;9132;1;1
326538;2;9;0;1;0;0;0;0;0;0;0;2.56986301369863;1.98648648648649;24;0;0.4;0;0;0.2;3;252196;5824;17942;9132;1;1
32657;1;192;0;1;255;24;1044;24;1044;24;1044;3.08767123287671;0.333333333333333;04.май;1;0.0476190476190476;0.19047619047619;0.142857142857143;0.380952380952381;20;526;68;567;467;0.927689594356261;1
326596;1;350;1;1;0;29;4524;29;4524;33;4524;3.01369863013699;-0.416510318949343;10;0;0;0;0;0;0;0;0;1;0;0;1
326630;1;288;0;1;348;33;627;33;627;33;627;2.0958904109589;0.321705426356589;7;0;0.655172413793103;0.103448275862069;0;0.0689655172413793;8;0;0;0;0;0;1
326959;1;116;0;1;2;45;452;45;452;0;0;1.10684931506849;0.697368421052632;6;0;0.166666666666667;0;0;0.416666666666667;10;11;0;31;30;0.354838709677419;0
327250;1;3435;0;1;90;18;521337;18;521337;18;521337;2.99178082191781;0.476;04.май;0;0.431034482758621;0.0862068965517241;0.0862068965517241;0.396551724137931;36;267;102;766;338;0.348563968668407;1
32733;1;309;0;1;0;0;0;0;0;0;0;2.95616438356164;18.май;16;0;0.285714285714286;0;0;0.142857142857143;3;77;37;77;25;1;1
327522;1;267;1;1;0;32;1389;32;1389;32;1389;3.51780821917808;-0.373001776198934;07.май;0;0.214285714285714;0;0;0.285714285714286;10;50;1;80;35;0.625;1
327552;1;110;1;1;5;11;178;45;178;33;178;0.673972602739726;-0.150684931506849;01.май;0;0.103448275862069;0.103448275862069;0.0689655172413793;0.448275862068966;20;133;14;328;249;0.405487804878049;0
327733;1;40;1;1;0;45;100;28;100;74;100;1.74748858447489;0;4;0;0.0769230769230769;0.153846153846154;0.0769230769230769;0.307692307692308;11;44;4;74;68;0.594594594594595;0
327742;1;588;0;1;2;33;13796;33;13796;24;13796;2.96986301369863;0.23859649122807;3;1;0.206611570247934;0.0495867768595041;0.0165289256198347;0.537190082644628;38;22;15;55;6;0.4;1
32777;1;640;0;1;116;34;6796;34;6796;24;6796;1.34520547945205;1.26900584795322;2;0;0.210526315789474;0.0263157894736842;0.0263157894736842;0.263157894736842;23;81;11;208;129;0.389423076923077;1
32782;1;820;1;1;134;2;101210;2;101210;26;101210;3.10684931506849;0.759197324414716;3;0;0.0875;0.275;0.15625;0.0375;103;20;4;26;19;0.769230769230769;1
327852;1;49;0;1;0;28;133;29;133;33;133;1.31187214611872;0;1;0;0.162162162162162;0.162162162162162;0.135135135135135;0.648648648648649;32;18;3;61;32;0.295081967213115;0
32806;1;788;1;1;12;36;57132;36;57132;36;57132;2.8958904109589;1.70634920634921;6;0;0.178571428571429;0.0714285714285714;0.0714285714285714;0.357142857142857;27;378;217;772;241;0.489637305699482;1
32814;1;417;1;1;0;32;2676;32;2676;32;2676;3.01917808219178;-0.394941634241245;9;0;0;0;0;0;0;120;103;207;4;0.579710144927536;1
328439;1;402;1;1;39;75;2529;75;2529;75;2529;3.00547945205479;-0.462962962962963;5;0;0.212121212121212;0.0606060606060606;0.0303030303030303;0.242424242424242;12;14;3;22;17;0.636363636363636;1
328600;1;180;0;1;0;23;231;23;231;23;231;3.15616438356164;2.59459459459459;9;0;0;0.166666666666667;0.166666666666667;0.333333333333333;6;0;0;0;0;0;1
328617;1;86;0;1;0;74;114;74;114;29;114;3.81917808219178;1.11801242236025;2;0;0;0;0;0;0;84;16;169;116;0.497041420118343;0
328723;1;1119;1;1;3;55;30030;55;30030;55;30030;3.00821917808219;0.131782945736434;02.май;0;0.130434782608696;0.195652173913043;0.130434782608696;0.282608695652174;37;39;9;150;98;0.26;1
328802;1;192;1;1;6;94;954;94;954;94;954;2.8958904109589;3.27173913043478;6;0;0;0.2;0;0.4;4;61;0;65;65;0.938461538461538;1
328888;1;232;1;1;44;28;580;28;580;31;580;0.994520547945206;-0.373001776198934;13;0;0.125;0.03125;0.03125;0.28125;21;33;0;72;70;0.458333333333333;1
328925;1;204;0;1;0;33;1432;33;1432;27;1432;1.06849315068493;0.222222222222222;1;0;0.2;0;0;0;3;157;65;419;176;0.374701670644391;1
329017;1;70;0;1;2;34;7824;34;7824;1;7824;2.3013698630137;0.104651162790698;4;0;0.5;0;0;0.3;6;1571;1258;3498;472;0.449113779302459;1
32904;1;660;1;1;0;51;186372;51;186372;51;186372;2.99178082191781;1.29192546583851;0.5;0;0.153846153846154;0;0;0.0384615384615385;13;4;4;66;0;0.0606060606060606;1
329075;1;75;0;1;0;74;197;32;197;17;197;3.86301369863014;1.44099378881988;2;0;0.307692307692308;0;0;0.846153846153846;13;214;95;351;119;0.60968660968661;0
330257;1;362;1;1;0;15;1728;15;1728;74;1728;4.02739726027397;-0.497175141242938;35.5;0;0.25;0.0833333333333333;0.0416666666666667;0.291666666666667;13;36;0;107;103;0.336448598130841;1
330282;1;408;0;1;0;45;1276;22;1276;33;1276;0.0164383561643836;0.184563758389262;1;0;0;0;0;0.5;0;81;48;126;2;0.642857142857143;0
330417;1;424;0;1;0;10;74726;10;74726;19;74726;1.1972602739726;-0.373001776198934;7;0;0.195402298850575;0.0574712643678161;0.0114942528735632;0.149425287356322;54;121;31;260;174;0.465384615384615;1
33114;1;268;0;1;160;27;37700;27;37700;27;37700;1.9972602739726;0.04;3;0;0.2;0;0;0.171428571428571;14;77;10;193;161;0.398963730569948;1
33151;1;411;0;1;0;52;57084;52;57084;52;57084;3.31780821917808;-0.2;2;0;0.176470588235294;0.117647058823529;0.0882352941176471;0.137254901960784;48;29;7;39;25;0.743589743589744;1
331550;1;34;1;1;0;14;320;74;320;29;320;0.56986301369863;4.515625;22;0;0.166666666666667;0.0555555555555556;0.0555555555555556;0.388888888888889;10;229;123;462;111;0.495670995670996;0
331781;1;13;0;1;0;0;0;0;0;0;0;1.97762557077626;2.37179487179487;03.май;0;1;0.5;0.5;0;1;4;1;4;3;1;0
332114;1;13;0;1;0;0;0;0;0;0;0;1.62420091324201;0;64;0;0.285714285714286;0.0714285714285714;0.0714285714285714;0.357142857142857;5;50781;4989;13449;4143;1;0
33280;1;229;1;1;70;74;416;75;416;32;416;0.720547945205479;1.77844311377246;12;0;0.2;0.0444444444444444;0.0222222222222222;0.466666666666667;24;21;1;18;16;1;0
33298;1;736;0;1;0;35;19276;35;19276;35;19276;3.03561643835616;0.648148148148148;4;0;0.125;0;0;0.0625;12;53;26;143;50;0.370629370629371;1
33390;1;340;1;1;54;29;2312;29;2312;93;2312;1.86575342465753;-0.476923076923077;7;0;0;0;0;0;0;25;16;53;3;0.471698113207547;0
33400;1;82;1;1;0;52;2610;52;2610;30;2610;0.980821917808219;0;05.май;0;0.166666666666667;0;0;0.333333333333333;1;42;17;73;31;0.575342465753425;0
33521;1;43;0;1;0;25;101;32;101;72;101;0.789041095890411;262;01.май;1;0.06;0.145833333333333;0.104166666666667;0.583333333333333;38;55;0;64;61;0.859375;0
33522;1;688;0;1;0;17;68452;17;68452;29;68452;0.991780821917808;0.0174081237911025;7;0;0.323529411764706;0.0294117647058824;0.0147058823529412;0.0441176470588235;39;67;16;71;36;0.943661971830986;1
33523;1;240;0;1;0;35;548;35;548;33;548;3.11506849315069;5.16438356164384;4;0;0.0428571428571429;0.128571428571429;0.0428571428571429;0.657142857142857;28;20;4;61;41;0.327868852459016;0
33587;1;1170;1;0;0;25;3798;25;3798;1;3798;2.45205479452055;7.11904761904762;02.май;0;0;0;0;0;0;0;0;0;0;0;1
33607;1;15;0;1;0;52;48;33;48;74;48;1.69269406392694;0;13;0;0.333333333333333;0.166666666666667;0.166666666666667;0.333333333333333;5;1;0;2;1;0.5;0
33742;1;144;1;1;0;31;450;31;450;30;450;1.26027397260274;0.114695340501792;8;0;0.590909090909091;0.181818181818182;0.181818181818182;0.136363636363636;12;8;1;8;7;1;1
33971;1;26;0;1;1;24;111;74;111;72;111;0.791780821917808;2.59459459459459;5;0;0.5;0;0;0;2;20;5;35;15;0.571428571428571;0
34001;1;46;0;1;1;14;213;15;213;55;213;0.476712328767123;-0.479820627802691;2;0;0;0;0;0;0;0;0;0;0;0;0
341094;1;2;0;1;0;36;7;0;0;0;0;0.884474885844749;0.209912536443149;0;0;0.333333333333333;0;0;0.666666666666667;1;82;12;58;31;1;0
34138;1;552;1;1;0;24;346;24;346;45;346;0.920547945205479;0.669064748201439;6;0;0.333333333333333;0.333333333333333;0.333333333333333;0.5;1;437;202;678;221;0.644542772861357;0
341575;1;288;0;1;24;27;89544;27;89544;27;89544;2.41095890410959;251;7;0;0.294117647058824;0.176470588235294;0.117647058823529;0.117647058823529;13;35;9;73;15;0.479452054794521;1
342353;2;37;0;1;1;64;41;64;41;64;41;1.11232876712329;1.95628415300546;70.5;0;0;0.333333333333333;0.333333333333333;0;2;50781;4989;13449;4143;1;1
34349;1;231;0;1;3;20;15669;20;15669;20;15669;1.97534246575342;152;11;0;0.2;0;0;0.55;16;66;10;122;88;0.540983606557377;0
34385;1;266;0;1;2;90;312;90;312;74;312;0.961643835616438;0.182222222222222;09.май;0;0.210526315789474;0.0526315789473684;0.0526315789473684;0.105263157894737;11;1121;199;563;266;1;1
344153;1;240;0;1;0;24;1304;24;1304;29;1304;1.01369863013699;0.0100200400801603;17.май;0;0.333333333333333;0;0;0.666666666666667;3;0;0;0;0;0;1
34582;1;456;1;1;416;33;15432;33;15432;34;15432;1.85205479452055;0.658385093167702;3;0;0.0733333333333333;0.406666666666667;0.353333333333333;0.12;123;40;5;57;38;0.701754385964912;1
346455;1;39;0;1;0;24;41;45;41;25;41;1.24885844748858;0;10;1;0.25;0.125;0.125;0.375;6;10;5;28;17;0.357142857142857;0
34705;1;350;0;1;0;29;922;29;922;25;922;3.60547945205479;4.05479452054795;08.май;1;0.363636363636364;0.136363636363636;0.0454545454545455;0.409090909090909;13;6;0;9;8;0.666666666666667;1
3472;1;1944;0;1;0;65;26168;65;26168;65;26168;3.21917808219178;1.58041958041958;6;0;0.357142857142857;0.142857142857143;0.0714285714285714;0.214285714285714;9;92;29;433;237;0.212471131639723;1
347666;1;612;0;1;33;34;3057;34;3057;34;3057;2.03561643835616;0.0688888888888889;3;0;0.217948717948718;0.431623931623932;0.299145299145299;0.213675213675214;46;34;4;37;23;0.918918918918919;1
34781;1;2;0;1;0;0;0;0;0;0;0;1.62420091324201;0;112;0;0.333333333333333;0;0;0.333333333333333;4;50781;4989;13449;4143;1;0
34792;1;618;0;1;0;65;12686;65;12686;35;12686;1.0027397260274;0.582959641255605;07.май;0;0.0857142857142857;0.0428571428571429;0.0285714285714286;0.557142857142857;34;144;54;488;264;0.295081967213115;0
348352;1;92;1;1;2;15;2019;10;2019;32;2019;1.24063926940639;0;7;0;0.235294117647059;0;0;0.117647058823529;15;40;7;49;29;0.816326530612245;0
34855;1;288;0;1;69;35;1608;35;1608;35;1608;1.63013698630137;0;6;0;0;0;0;0.333333333333333;3;17;2;20;14;0.85;0
349419;1;84;1;1;0;72;100;22;100;50;100;1.27077625570776;0;4;0;0.0909090909090909;0.181818181818182;0.181818181818182;0.181818181818182;5;5;0;24;24;0.208333333333333;0
