ID;login;NlogonAll;calendbinary;filterbinary;Nexport;topic1;Nactive1;topic2;Nactive2;topic3;Nactive3;diffdate;diffbill;fastbill;msignal;avgSectionbinary;avgNullSearchW;avgNullSearchM;avgEmptyStupid;Nlongfilter;NcontractAll;NcontractAllReq;NprotNotAll;NprotNotAllAuction;protContractRatio;is_loyality
100248;1;47;0;1;0;36;81;28;81;75;81;2.17214611872146;0;61;0;0;0.375;0.375;0.5;6;2;0;2;2;1;0
10037;1;507;0;0;0;45;81;45;81;45;81;3.79452054794521;5.140625;08.май;0;0;0;0;0;0;7;0;6;5;1;1
10047;3;46;0;1;0;33;88;33;88;33;88;2.12876712328767;-0.450901803607214;7;0;0.333333333333333;0.5;0.5;1;4;1528;113;2024;1744;0.754940711462451;0
100850;1;144;0;1;0;36;165;36;165;36;165;0.843835616438356;0;06.май;0;0;0;0;0.5;4;6;6;16;0;0.375;0
10088;1;281;0;1;0;24;2198;35;2198;31;2198;1.73926940639269;0;31;0;0.194244604316547;0.266187050359712;0.251798561151079;0.41726618705036;51;5;0;20;5;0.25;0
10122;1;490;0;1;0;14;1418;14;1418;19;1418;0.912328767123288;0.0351906158357771;0.5;0;0.0666666666666667;0.0666666666666667;0;0.0666666666666667;11;46;24;67;13;0.686567164179104;1
101518;1;636;0;1;0;21;170358;21;170358;21;170358;1.98630136986301;1.44099378881988;1;0;0.290697674418605;0.0465116279069767;0.0232558139534884;0.197674418604651;61;10;3;23;13;0.434782608695652;1
10177;1;64;0;1;12;26;178;26;178;70;178;0.997260273972603;0.0861538461538462;3;0;0.111111111111111;0.222222222222222;0.111111111111111;0.222222222222222;7;0;0;1;0;0;0
10180;1;802;0;1;4;16;26598;16;26598;28;26598;1;1.39461883408072;1;0;0;0.0697674418604651;0.0232558139534884;0.534883720930233;22;281;28;428;155;0.656542056074766;0
102041;1;40;0;1;0;62;52;62;52;72;52;0.731506849315068;0.25177304964539;5;0;0;0;0;0.5;0;176;12;89;19;1;0
102426;1;290;1;1;0;27;1184;27;1184;26;1184;0.923287671232877;0.926470588235294;11;0;0.0882352941176471;0.205882352941176;0.147058823529412;0.117647058823529;12;1;0;0;0;0;1
103357;1;60;0;1;0;24;1686;24;1686;45;1686;0.898630136986301;0.440993788819876;4;0;0;0.5;0;0.5;1;0;0;0;0;0;0
10340;1;921;0;1;0;30;192282;30;192282;30;192282;1.9972602739726;0.182222222222222;3;0;0;0;0;0.142857142857143;6;248;7;1350;1292;0.183703703703704;1
103444;1;123;0;1;24;85;975;85;975;85;975;2.0986301369863;0.468164794007491;29;0;0;0;0;0;1;598;228;1113;428;0.537286612758311;1
103763;1;676;0;1;0;50;240;50;240;50;240;2.90958904109589;0.93167701863354;3;1;0.3;0.1;0.1;0.5;3;20;9;25;10;0.8;1
104031;1;156;0;0;200;32;204;32;204;32;204;2.96712328767123;3.29245283018868;7;0;0;0;0;0;0;719;356;611;205;1;1
104158;1;120;1;1;0;45;308;45;308;45;308;3.23835616438356;2.33018867924528;3;1;0;0;0;0;5;39;1;26;3;1;1
104164;1;294;0;1;0;31;6740;31;6740;51;6740;2.02465753424658;0.203703703703704;6;0;0;0.246913580246914;0.160493827160494;0.172839506172839;54;39;1;68;45;0.573529411764706;0
10421;1;465;1;1;6;1;24270;1;24270;1;24270;2.92328767123288;0.64375;2;0;0.196319018404908;0.190184049079755;0.134969325153374;0.349693251533742;93;23;7;126;54;0.182539682539683;0
10424;1;426;0;1;0;60;1822;60;1822;74;1822;3.35342465753425;-0.495479204339964;1;0;0.262295081967213;0.0327868852459016;0.0163934426229508;0.229508196721311;32;122;1;181;179;0.674033149171271;1
104314;1;993;0;1;0;64;3882;64;3882;64;3882;3.19452054794521;1.2536231884058;1;0;0.263157894736842;0.263157894736842;0.210526315789474;0.210526315789474;11;32;8;84;51;0.380952380952381;1
10433;1;94;1;1;0;45;322;45;322;24;322;0.994520547945206;0.15359477124183;04.май;0;0;0.166666666666667;0.0833333333333333;0.666666666666667;12;59;32;78;30;0.756410256410256;0
104594;1;699;0;1;0;2;642;2;642;2;642;2.14520547945205;7.78571428571429;1;0;0;0;0;0;0;12;0;13;0;0.923076923076923;1
104646;1;74;0;1;0;74;251;36;251;31;251;1.82465753424658;34.3;05.май;0;0.25;0;0;0.25;4;39;2;49;35;0.795918367346939;0
104784;1;501;0;1;0;26;1143;26;1143;26;1143;1.88767123287671;0.900621118012422;4;0;0;0;0;0;0;5;4;15;0;0.333333333333333;0
104786;1;594;0;0;15;29;6459;29;6459;29;6459;2.02465753424658;-0.515947467166979;0.5;0;0;0;0;0;0;1;0;4;0;0.25;1
10506;2;974;1;1;1000;1;37936;1;37936;1;37936;2.62739726027397;0.0661322645290581;07.май;0;0.311475409836066;0.0491803278688525;0.0163934426229508;0.5;32;599;241;630;280;0.950793650793651;1
105254;1;392;0;1;0;32;8076;32;8076;32;8076;2.92328767123288;0.182222222222222;5;0;0.287671232876712;0.0547945205479452;0.0205479452054795;0.458904109589041;66;98;11;160;112;0.6125;1
105621;1;304;0;1;0;70;1930;70;1930;90;1930;1.53698630136986;4.47058823529412;2;0;0;0;0;0.285714285714286;0;57;34;85;18;0.670588235294118;0
105729;1;219;0;1;0;35;609;35;609;35;609;3.14794520547945;0.310483870967742;06.май;0;0.0952380952380952;0.80952380952381;0.666666666666667;0.0952380952380952;4;266;13;76;35;1;1
105848;1;414;0;1;0;74;261;74;261;74;261;2.13972602739726;1.11801242236025;9;0;0.04;0.28;0.12;0.4;25;11;1;8;7;1;1
10585;1;1890;0;1;294;36;14541;36;14541;36;14541;3.41095890410959;4.22826086956522;5;0;0.228813559322034;0.0932203389830508;0.00847457627118644;0.288135593220339;38;385;2;285;278;1;1
10659;1;168;0;1;0;31;1946;31;1946;74;1946;0.986301369863014;0.0577777777777778;1;0;0;0.137931034482759;0.0344827586206897;0.482758620689655;18;32;12;58;25;0.551724137931034;0
107004;1;108;0;1;0;15;1002;15;1002;15;1002;2.01643835616438;0.93167701863354;2;0;0.2;0.1;0;0.3;6;10;2;10;0;1;1
107247;1;366;0;1;8;28;3210;28;3210;23;3210;0.942465753424658;0.259259259259259;28;0;0.35;0.1;0.1;0.4;13;119;1;150;127;0.793333333333333;0
10771;1;720;0;1;24;15;5532;15;5532;15;5532;3.02739726027397;3.41509433962264;5;0;0.172413793103448;0;0;0.137931034482759;20;237;27;340;283;0.697058823529412;1
107923;1;156;0;1;0;62;1266;62;1266;62;1266;3.22465753424658;0.203703703703704;12;0;0.333333333333333;0;0;0;0;24;2;25;2;0.96;1
107966;1;732;1;1;0;22;459;22;459;22;459;2.04931506849315;0.294736842105263;21;0;0.214285714285714;0.0714285714285714;0;0;7;20;6;46;22;0.434782608695652;1
107968;1;182;0;1;33;28;359;93;359;90;359;1.2324200913242;0;1;0;0.0882352941176471;0.176470588235294;0.176470588235294;0.323529411764706;18;54;16;67;32;0.805970149253731;0
107984;1;202;0;1;0;15;202;15;202;21;202;0.961643835616438;0.104761904761905;01.май;0;0;0.0166666666666667;0.0166666666666667;0.533333333333333;60;311;67;301;224;1;0
108119;1;678;0;1;12;5;136392;5;136392;5;136392;2.08767123287671;2.55405405405405;13;0;0.2;0;0;0.333333333333333;24;54;14;60;26;0.9;1
108183;1;29;0;1;0;94;141;35;141;34;141;2.05707762557078;0;1;0;0;0;0;0;0;4;0;7;7;0.571428571428571;0
10828;1;6;0;0;0;0;0;0;0;0;0;2.61917808219178;-0.412296564195298;5;0;0;0;0;0;0;6;0;11;4;0.545454545454545;0
108309;1;2112;1;1;0;10;168040;10;168040;10;168040;2.88219178082192;4.15873015873016;6;0;0.102564102564103;0;0;0.128205128205128;27;194;51;370;239;0.524324324324324;1
10856;1;750;1;1;3;29;147990;29;147990;29;147990;3.01095890410959;1.29192546583851;07.май;1;0.181818181818182;0.181818181818182;0.0454545454545455;0.318181818181818;2;46;0;66;52;0.696969696969697;1
108591;1;186;0;1;0;94;238;94;238;93;238;0.926027397260274;0.11437908496732;14.май;0;0.08;0.08;0;0.4;15;4;0;34;13;0.117647058823529;1
108823;1;786;0;1;114;15;3012;15;3012;15;3012;2.02465753424658;0.205426356589147;5;0;0.253333333333333;0.0933333333333333;0.0266666666666667;0.4;31;46;13;55;16;0.836363636363636;1
109007;1;230;0;1;16;23;272;23;272;45;272;1.00821917808219;0;03.май;1;0.529411764705882;0.176470588235294;0.176470588235294;0.5;27;5;2;11;2;0.454545454545455;1
109078;1;46;0;0;0;33;65;31;65;24;65;0.0602739726027397;175.5;0.5;0;0;0;0;0;0;25;5;34;25;0.735294117647059;0
10915;1;142;0;1;0;36;1719;17;1719;18;1719;01.апр;1.27741935483871;5;0;0.166666666666667;0;0;0.333333333333333;5;10;9;39;0;0.256410256410256;0
109181;1;146;0;1;0;21;233;25;233;35;233;1.01643835616438;-0.253996447602131;03.май;0;0.137931034482759;0;0;0.620689655172414;20;13;5;39;25;0.333333333333333;0
10920;1;786;1;1;0;72;18946;72;18946;55;18946;0.972602739726027;0.0861538461538462;06.май;0;0.407407407407407;0.666666666666667;0.537037037037037;0.12962962962963;53;680;421;3460;607;0.196531791907514;1
109258;1;566;0;1;0;23;97604;23;97604;1;97604;2.02465753424658;0.32010582010582;11;0;0;0.0142857142857143;0;0.635714285714286;114;13;4;19;11;0.684210526315789;0
10926;1;8;0;1;2;23;32;23;32;0;0;3.10958904109589;-0.200710479573712;8;0;0;0;0;0.5;2;630;295;655;239;0.961832061068702;1
109281;1;20;0;1;0;17;406;17;406;27;406;2.14520547945205;0.0174081237911025;13.май;0;0;0.333333333333333;0.333333333333333;0.333333333333333;3;9;1;7;6;1;0
1093;1;453;0;1;3;17;117117;17;117117;17;117117;4.15890410958904;2.16216216216216;13.май;0;0;0;0;0.0555555555555556;6;932;507;2269;859;0.410753635962979;1
109340;1;138;0;1;0;29;326;29;326;30;326;1.9972602739726;0.0912280701754386;9;0;0.230769230769231;0;0;0.230769230769231;11;49;2;60;43;0.816666666666667;0
109537;1;692;0;1;0;30;800;30;800;30;800;3.00547945205479;0.156739811912226;7;1;0.333333333333333;0;0;0;0;193;87;143;44;1;1
109636;1;432;0;1;0;1;1722;1;1722;1;1722;2.08493150684932;0.658385093167702;28;0;0.1;0.05;0;0.15;11;31;7;82;41;0.378048780487805;1
10966;1;1125;0;1;0;27;1736826;27;1736826;27;1736826;3.01917808219178;0.366366366366366;0;0;0.17910447761194;0.208955223880597;0.171641791044776;0.156716417910448;95;26;6;60;41;0.433333333333333;1
109719;1;196;0;1;0;75;662;75;662;80;662;0.975342465753425;0.0650406504065041;01.май;0;0.210526315789474;0;0;0.0526315789473684;5;34;2;98;41;0.346938775510204;1
10973;1;26;0;1;0;33;105;85;105;24;105;2.05707762557078;0;1;0;0.333333333333333;0;0;0.5;4;8;6;15;3;0.533333333333333;0
109775;1;1659;0;1;0;73;19368;73;19368;73;19368;1.92876712328767;29.июн;0.5;0;0.125;0.25;0;0.375;3;48;11;126;66;0.380952380952381;0
109906;1;201;0;0;3;74;435;74;435;74;435;2.05479452054795;0.111111111111111;28;0;0;0;0;0;0;72;5;83;23;0.867469879518072;0
110031;1;609;0;1;3;67;4389;67;4389;67;4389;1.97808219178082;0.108888888888889;10;0;0.303571428571429;0.178571428571429;0.125;0.375;2;20;0;24;19;0.833333333333333;1
11006;1;297;0;1;27;45;432;45;432;45;432;3.91232876712329;-0.383363471971067;15;0;1;0;0;0;0;0;0;0;0;0;1
110239;1;540;0;1;0;29;560;29;560;29;560;2.8958904109589;0.658385093167702;1;0;0.2;0;0;0;1;26;0;43;35;0.604651162790698;1
110262;1;274;0;1;1;21;2748;34;2748;74;2748;1.55844748858448;0;33;0;0.260869565217391;0;0;0.434782608695652;11;50781;4989;13449;4143;1;0
110278;1;597;0;1;0;45;1611;45;1611;45;1611;2.10684931506849;0.205426356589147;12;0;0.0714285714285714;0;0;0.25;11;9;1;13;11;0.692307692307692;1
110338;1;474;0;1;0;25;10540;25;10540;21;10540;0.958904109589041;0.0174081237911025;09.май;0;0.269230769230769;0;0;0.153846153846154;18;55;17;54;21;1;1
110409;1;8241;0;1;1000;2;9849;2;9849;2;9849;1.98904109589041;0.12;6;1;0.15625;0.0625;0.03125;0.46875;31;97;50;438;106;0.221461187214612;1
110589;1;375;0;0;0;45;2769;45;2769;45;2769;3.11232876712329;1.11801242236025;09.май;0;0;0;0;0;0;17;6;24;7;0.708333333333333;1
110621;1;164;0;1;0;45;232;45;232;45;232;3.48493150684931;-0.173598553345389;1;0;0.0588235294117647;0.117647058823529;0.117647058823529;0.235294117647059;11;93;1;91;76;1;1
11063;1;471;0;1;0;93;3054;93;3054;93;3054;4.11232876712329;1.11801242236025;3;0;0;0;0;0;0;0;0;0;0;0;1
110663;1;195;0;1;210;32;30252;32;30252;32;30252;2.27397260273973;0.321705426356589;4;0;0.153846153846154;0.269230769230769;0.115384615384615;0.0769230769230769;16;6;3;6;0;1;1
110795;1;267;0;1;0;15;654;15;654;15;654;1.92602739726027;16.65;09.май;0;0;0;0;0;0;204;21;139;98;1;1
110815;1;846;0;1;6;36;27111;36;27111;36;27111;2.90958904109589;3.01086956521739;2;1;0.16;0.04;0.04;0.32;14;172;98;470;125;0.365957446808511;1
110861;1;207;0;1;0;92;222;92;222;92;222;2.95342465753425;0.407407407407407;18;0;0.142857142857143;0;0;0;2;986;90;2420;93;0.407438016528926;1
110896;1;20;0;1;0;0;0;0;0;0;0;1.00821917808219;0.19047619047619;03.май;0;0.0588235294117647;0.0588235294117647;0.0441176470588235;0.588235294117647;36;101;32;100;61;1;0
111018;1;672;0;1;39;1;8628;1;8628;1;8628;3.10958904109589;0.43312101910828;5;0;0.2;0.2;0.2;0.2;4;877;402;1105;383;0.793665158371041;1
111050;1;73;0;1;0;20;1208;15;1208;27;1208;1.637899543379;0;2;0;0.230769230769231;0.0769230769230769;0.0769230769230769;0.307692307692308;3;32;26;100;4;0.32;0
11144;1;85;0;1;0;45;161;0;0;0;0;1.56392694063927;0;1;0;0.428571428571429;0.285714285714286;0.285714285714286;0.285714285714286;3;0;0;0;0;0;0
111529;1;1362;0;1;1000;5;897552;5;897552;5;897552;3.79452054794521;-0.0488245931283906;7;0;0.293478260869565;0.353260869565217;0.293478260869565;0.33695652173913;122;7392;2334;12227;4356;0.604563670565143;1
111619;1;230;1;1;0;45;866;45;866;74;866;0.991780821917808;7.78571428571429;2;0;0.214285714285714;0.0714285714285714;0.0714285714285714;0.142857142857143;10;33;4;41;25;0.804878048780488;1
111691;1;22;0;1;0;21;80;21;80;26;80;1.04383561643836;0.0577777777777778;15;0;0.380952380952381;0;0;0.619047619047619;16;2;2;9;0;0.222222222222222;0
111894;1;46;0;1;2;22;11;52;11;64;11;0.191780821917808;-0.674955595026643;8;0;0.357142857142857;0.142857142857143;0.0714285714285714;0.428571428571429;5;50781;4989;13449;4143;1;0
111930;1;1068;0;1;1000;74;548;74;548;74;548;3.01369863013699;1.90217391304348;3;0;0;0;0;0;0;0;0;0;0;0;1
111974;1;960;0;1;0;21;18225;21;18225;21;18225;1.99452054794521;-0.31390134529148;4;0;0;0.25;0.125;0.375;7;12;7;21;9;0.571428571428571;0
111986;1;398;0;1;0;74;2294;74;2294;45;2294;1.99452054794521;9.71428571428571;8;0;0.142857142857143;0;0;0;6;15;0;27;26;0.555555555555556;0
112194;1;321;0;1;0;45;34008;45;34008;45;34008;3.35890410958904;39.9230769230769;15.май;1;0.45679012345679;0.123456790123457;0.0123456790123457;0.345679012345679;75;29;1;37;0;0.783783783783784;1
112254;1;14;0;1;0;94;70;29;70;45;70;2.18904109589041;33.1;11;0;0.333333333333333;0.25;0.25;0.333333333333333;2;1;0;5;2;0.2;0
112281;1;204;0;1;0;80;1563;80;1563;80;1563;2.92602739726027;0.265232974910394;08.май;1;0.140350877192982;0.140350877192982;0.12280701754386;0.421052631578947;26;34;20;76;15;0.447368421052632;1
112282;1;1584;0;1;0;60;16150;60;16150;10;16150;3.76712328767123;0.114695340501792;4;0;0.08;0.04;0;0.12;20;1333;757;1971;575;0.676306443429731;1
112383;1;964;0;1;0;55;5020;55;5020;55;5020;3.98904109589041;5.41095890410959;04.май;0;0.037037037037037;0.0740740740740741;0.0740740740740741;0.111111111111111;24;122;14;200;167;0.61;1
112450;1;172;0;1;0;2;238;2;238;23;238;1.94794520547945;12.6470588235294;4;0;0.392857142857143;0.214285714285714;0.178571428571429;0.535714285714286;15;13;3;17;13;0.764705882352941;0
112652;1;254;0;1;0;1;707;24;707;94;707;1.74246575342466;27.май;05.май;1;0.0277777777777778;0.0833333333333333;0.0833333333333333;0.527777777777778;0;156;102;727;59;0.214580467675378;0
113084;1;94;1;1;0;1;2358;1;2358;95;2358;1.99178082191781;-0.278118609406953;06.май;0;0;0;0;0;0;9;4;11;0;0.818181818181818;0
113086;1;555;0;1;0;11;714;11;714;11;714;3.08493150684932;16.65;5;0;0;0;0;0;0;21;4;55;43;0.381818181818182;1
113379;1;394;0;1;0;45;1472;45;1472;40;1472;0.975342465753425;0.0374220374220374;03.май;0;0;0.0555555555555556;0;0.666666666666667;8;3;1;4;2;0.75;0
113406;1;176;1;1;0;32;3686;32;3686;31;3686;1.96164383561644;24;09.май;0;0.419354838709677;0.161290322580645;0.112903225806452;0.451612903225806;21;0;0;1;0;0;0
113584;1;382;0;1;150;27;852;72;852;33;852;1.55570776255708;0;6;0;0.363636363636364;0.181818181818182;0.181818181818182;0.272727272727273;9;7;0;10;3;0.7;0
113635;1;70;0;1;6;45;482;45;482;29;482;0.882191780821918;0.469827586206897;03.май;0;0;0.545454545454545;0.272727272727273;0.181818181818182;8;90;10;133;109;0.676691729323308;1
113708;1;231;0;1;0;92;447;92;447;92;447;3.19178082191781;2.70652173913043;4;0;0;0;0;0.75;7;53;5;90;72;0.588888888888889;1
113817;1;576;1;1;12;15;16770;15;16770;15;16770;1.85205479452055;0.114695340501792;7;0;0.148936170212766;0.234042553191489;0.148936170212766;0.148936170212766;27;31;26;351;9;0.0883190883190883;1
113819;1;303;0;1;0;73;2181;73;2181;73;2181;3.02465753424658;0.23859649122807;22;1;0.105263157894737;0;0;0.105263157894737;11;50;19;167;77;0.29940119760479;1
11385;1;76;0;1;0;24;794;24;794;25;794;3.86849315068493;1.11801242236025;6;0;0;0;0;0;0;71;3;79;66;0.89873417721519;1
114163;1;134;0;1;68;93;562;93;562;94;562;3.72876712328767;-0.316455696202532;5;0;0;0;0;0;2;13;0;20;16;0.65;0
114382;1;19;0;0;0;33;113;45;113;72;113;0.405479452054795;308;1;0;0;0;0;0;0;11;0;40;36;0.275;0
114386;1;460;0;1;16;34;808;34;808;34;808;2.46575342465753;5.68627450980392;01.май;0;0.538461538461538;0.5;0.423076923076923;0.307692307692308;50;30;6;57;49;0.526315789473684;1
114765;1;102;0;0;0;93;35;74;35;45;35;1.98036529680365;0;8;0;0;0;0;0;0;12;5;13;5;0.923076923076923;0
11482;1;318;0;1;2;52;45134;52;45134;55;45134;2.95342465753425;0.631578947368421;25;0;0.206896551724138;0.0689655172413793;0;0.448275862068966;16;158;35;258;203;0.612403100775194;1
114910;1;37;0;1;0;74;79;92;79;34;79;1.42146118721461;0;45;0;1;0;0;1;9;27;2;58;46;0.46551724137931;0
115274;1;210;1;1;729;18;51348;18;51348;18;51348;1.99178082191781;0.0577777777777778;1;0;0.180555555555556;0.138888888888889;0.0972222222222222;0.347222222222222;30;4;0;23;21;0.173913043478261;1
115564;1;42;0;1;14;15;1778;15;1778;28;1778;2.06301369863014;0.0436507936507936;5;0;0.222222222222222;0.0740740740740741;0;0.37037037037037;18;46;3;45;36;1;1
11560;1;538;1;1;240;31;5990;31;5990;32;5990;1.96164383561644;0.337579617834395;7;0;0.225806451612903;0.0645161290322581;0.0645161290322581;0.5;46;1131;278;1363;738;0.829787234042553;0
11568;1;764;0;1;0;10;7606;10;7606;2;7606;3.32328767123288;-0.310018903591682;5;0;0.133333333333333;0;0;0.0666666666666667;12;70;37;161;43;0.434782608695652;1
115683;1;192;0;1;3;35;1368;35;1368;35;1368;2.02191780821918;0.114285714285714;1;0;0.75;0.125;0;0;1;28;10;41;11;0.682926829268293;1
11612;1;336;0;1;0;28;12217;28;12217;28;12217;3.80547945205479;6.61016949152542;7;0;0.411764705882353;0.0588235294117647;0.0588235294117647;0.235294117647059;15;116;27;146;68;0.794520547945205;1
116237;1;702;0;1;0;32;60822;32;60822;32;60822;2.16438356164384;0.259259259259259;2;0;0;0;0;0.746268656716418;27;103;40;122;35;0.844262295081967;1
116633;1;186;0;1;1000;1;3441;1;3441;1;3441;2.97808219178082;0.203703703703704;06.май;0;0.0731707317073171;0.024390243902439;0;0.268292682926829;9;0;0;0;0;0;1
116643;1;2109;0;1;0;34;12732;34;12732;34;12732;2.83835616438356;0.344927536231884;5;1;0.208333333333333;0.222222222222222;0.138888888888889;0.138888888888889;23;84;37;256;109;0.328125;1
116670;1;2685;0;1;1000;73;19020;73;19020;73;19020;2.66301369863014;0.607017543859649;17.май;0;0.391752577319588;0.11340206185567;0.0927835051546392;0.608247422680412;80;42;18;44;13;0.954545454545455;1
116684;1;189;0;1;21;29;1128;29;1128;29;1128;3.04657534246575;0.12;06.май;0;0;0;0;0;0;7;0;29;11;0.241379310344828;1
116750;1;231;0;1;3;16;513;16;513;16;513;1.4958904109589;1.27741935483871;2;0;0.0476190476190476;0;0;0.476190476190476;5;4;4;11;0;0.363636363636364;0
116752;1;220;0;1;0;28;1126;28;1126;25;1126;2.32328767123288;0.542028985507246;2;0;0.342105263157895;0.0921052631578947;0.0789473684210526;0.328947368421053;16;0;0;8;2;0;1
11676;1;246;0;1;0;16;1726;16;1726;17;1726;0.972602739726027;2.87735849056604;10;0;0.153846153846154;0;0;0.192307692307692;19;36;12;76;37;0.473684210526316;1
116771;1;106;0;1;0;45;360;45;360;15;360;2.12602739726027;2.01709401709402;15;1;0;0;0;0.782608695652174;2;29;23;98;6;0.295918367346939;0
116825;1;1605;1;1;753;32;161391;32;161391;32;161391;3.00821917808219;0.391534391534392;06.май;0;0.4;0;0;0.3;4;5;4;8;1;0.625;1
11693;1;129;0;1;3;45;111;45;111;45;111;3.44931506849315;3.98630136986301;10;0;0.142857142857143;0.142857142857143;0.142857142857143;0.714285714285714;2;23;0;43;17;0.534883720930233;1
11708;1;140;1;1;0;45;624;45;624;36;624;3.46027397260274;-0.383363471971067;13;0;0.392857142857143;0.178571428571429;0.178571428571429;0.428571428571429;26;10;2;63;56;0.158730158730159;1
117173;1;57;0;1;0;29;132;29;132;29;132;2.04931506849315;2.37162162162162;4;0;0.111111111111111;0.222222222222222;0.111111111111111;0.222222222222222;5;7;3;6;3;1;1
11724;1;438;0;1;0;45;498;45;498;45;498;3.06027397260274;0.0461254612546125;01.май;0;0.348484848484849;0.121212121212121;0.0151515151515152;0.46969696969697;43;0;0;0;0;0;1
11775;1;159;0;1;0;93;2972;72;2972;73;2972;1.48767123287671;0.974193548387097;5;0;0;0;0;0.75;4;109;3;240;115;0.454166666666667;0
11820;1;21;0;0;0;30;134;33;134;45;134;0.989041095890411;0.156043956043956;1;0;0;0;0;0;0;3;1;13;11;0.230769230769231;0
12089;1;328;1;1;0;31;7532;31;7532;31;7532;3.15342465753425;1.11801242236025;01.май;0;0.0537634408602151;0.0537634408602151;0.021505376344086;0.0537634408602151;82;24;1;94;59;0.25531914893617;1
12171;1;16;0;0;0;0;0;0;0;0;0;3.06027397260274;224;12;0;0;0;0;0;0;1610;812;1583;558;1;1
12194;1;120;0;1;0;35;3840;35;3840;35;3840;2.91506849315068;0.900621118012422;1;0;0;0;0;0;2;132;59;313;145;0.421725239616613;0
12204;1;70;1;1;2;17;630;17;630;24;630;1.12602739726027;-0.361663652802893;1;0;0.1;0.1;0;0;6;90;45;187;69;0.481283422459893;1
12206;1;831;0;1;6;24;10134;24;10134;24;10134;3.33424657534247;2.39130434782609;02.май;0;0.0869565217391304;0.0869565217391304;0;0.0434782608695652;5;890;228;792;84;1;1
12214;1;783;1;1;0;30;1884;30;1884;30;1884;3.1041095890411;-0.447602131438721;2;0;0.296296296296296;0.185185185185185;0.111111111111111;0.37037037037037;6;14;0;18;15;0.777777777777778;1
122463;1;112;1;1;72;74;674;74;674;29;674;1.98904109589041;0.0368663594470046;27.май;0;0.181818181818182;0.272727272727273;0.0454545454545455;0.0454545454545455;19;51;0;85;81;0.6;1
12263;1;92;0;1;100;25;134;25;134;1;134;1.01643835616438;0.113314447592068;10.май;0;0.117647058823529;0;0;0.352941176470588;9;151;27;146;112;1;1
12508;1;1075;0;1;10;0;0;0;0;0;0;3.24109589041096;-0.360225140712946;2;0;0.888888888888889;0.111111111111111;0.0555555555555556;0.611111111111111;3;3;3;4;0;0.75;0
12591;1;48;0;1;0;74;602;74;602;27;602;1.06849315068493;4.71739130434783;8;0;0.208333333333333;0.0833333333333333;0.0416666666666667;0.583333333333333;16;110;20;214;107;0.514018691588785;0
12774;1;448;0;1;118;63;7126;63;7126;72;7126;0.986301369863014;0.0436507936507936;02.май;0;0.013986013986014;0.125874125874126;0.027972027972028;0.496503496503497;88;5902;235;5200;4265;1;1
12781;1;651;0;1;63;91;2364;91;2364;91;2364;2.03013698630137;0.0114068441064639;6;0;0.125;0;0;0.166666666666667;6;552;54;197;77;1;1
12845;2;1348;1;1;151;2;32366;2;32366;2;32366;2.74246575342466;0.573426573426573;1;0;0.22972972972973;0.0348837209302326;0.0116279069767442;0.441860465116279;137;7;0;18;18;0.388888888888889;1
129275;1;328;0;1;0;21;674;21;674;22;674;1.27671232876712;-0.585365853658537;120;0;0.25;0.3125;0.0625;0;4;50781;4989;13449;4143;1;1
13126;1;8;0;0;0;50;2;0;0;0;0;1.2958904109589;1.9020979020979;2;0;0;0;0;0;0;36;5;56;38;0.642857142857143;0
13189;1;240;1;1;3;30;3714;31;3714;28;3714;1.89269406392694;0;0;0;0.666666666666667;0.2;0.2;0.333333333333333;9;0;0;2;0;0;0
13198;1;777;0;1;0;30;28149;30;28149;30;28149;3.01095890410959;0.238095238095238;0;0;0;0;0;0.5;0;445;21;392;347;1;1
13226;1;504;1;1;0;34;1470;34;1470;34;1470;1.02739726027397;0.0351906158357771;7;0;0.333333333333333;0.111111111111111;0.111111111111111;0.111111111111111;4;22;13;33;6;0.666666666666667;1
13242;1;525;0;1;0;33;10158;33;10158;33;10158;2.00821917808219;0.0174081237911025;1;0;0.175438596491228;0.105263157894737;0.0526315789473684;0.263157894736842;21;0;0;21;21;0;1
13271;1;189;0;1;0;31;45;31;45;31;45;4.10684931506849;0.333333333333333;6;0;0;0.347826086956522;0.217391304347826;0;2;38;13;71;25;0.535211267605634;1
13357;1;1014;0;1;0;74;88890;74;88890;74;88890;2.56712328767123;-0.360225140712946;02.май;0;0.133333333333333;0.0666666666666667;0;0.266666666666667;8;75;5;226;178;0.331858407079646;1
13373;1;600;1;1;273;26;158418;26;158418;26;158418;2.11232876712329;1.19254658385093;1;1;0.259259259259259;0.037037037037037;0.037037037037037;0.222222222222222;21;18;3;48;36;0.375;1
13422;1;1362;0;1;0;45;7656;45;7656;45;7656;2.16712328767123;0.236263736263736;6;0;0.36;0.16;0.16;0.32;17;2079;883;1888;602;1;1
13427;1;904;0;1;0;34;7092;34;7092;34;7092;3.87397260273973;0.191304347826087;1;0;0.303030303030303;0.0303030303030303;0;0.454545454545455;4;17;2;19;14;0.894736842105263;1
13449;1;3;0;0;0;23;3;23;3;23;3;3.10684931506849;-0.200710479573712;24;0;0;0;0;0;0;825;428;875;271;0.942857142857143;1
13487;1;77;0;1;0;33;221;85;221;25;221;0.279452054794521;мар.25;02.май;0;0;0;0;0.5;2;82;7;557;476;0.14721723518851;0
